filename,num_tokens,num_words,num_numbers,num_other,dominant
cell_r16_c10_blob_1_word_2.png,0,0,0,0,none
cell_r16_c10_blob_1_word_3.png,0,0,0,0,none
cell_r16_c11_blob_1_word_1.png,1,1,0,0,words
cell_r16_c11_blob_1_word_2.png,0,0,0,0,none
cell_r16_c11_blob_1_word_3.png,0,0,0,0,none
cell_r16_c11_blob_1_word_4.png,1,1,0,0,words
cell_r16_c12_blob_1_word_1.png,0,0,0,0,none
cell_r16_c13_blob_1_word_1.png,1,0,1,0,numbers
cell_r16_c14_blob_1_word_1.png,1,0,0,1,other
cell_r16_c14_blob_1_word_2.png,0,0,0,0,none
cell_r16_c14_blob_1_word_3.png,0,0,0,0,none
cell_r16_c15_blob_1_word_1.png,1,1,0,0,words
cell_r16_c15_blob_1_word_2.png,1,1,0,0,words
cell_r16_c15_blob_1_word_3.png,0,0,0,0,none
cell_r16_c15_blob_1_word_4.png,1,0,1,0,numbers
cell_r16_c16_blob_1_word_1.png,0,0,0,0,none
cell_r16_c17_blob_1_word_1.png,1,0,0,1,other
cell_r16_c17_blob_1_word_2.png,1,1,0,0,words
cell_r16_c17_blob_1_word_3.png,1,1,0,0,words
cell_r16_c17_blob_1_word_4.png,1,0,0,1,other
cell_r16_c18_blob_1_word_1.png,0,0,0,0,none
cell_r16_c18_blob_1_word_2.png,1,1,0,0,words
cell_r16_c18_blob_1_word_3.png,0,0,0,0,none
cell_r16_c18_blob_1_word_4.png,1,0,0,1,other
cell_r16_c1_blob_1_word_1.png,0,0,0,0,none
cell_r16_c1_blob_1_word_2.png,0,0,0,0,none
cell_r16_c1_blob_1_word_3.png,0,0,0,0,none
cell_r16_c1_blob_1_word_4.png,0,0,0,0,none
cell_r16_c1_blob_1_word_5.png,0,0,0,0,none
cell_r16_c4_blob_1_word_1.png,0,0,0,0,none
cell_r16_c5_blob_1_word_1.png,0,0,0,0,none
cell_r16_c6_blob_1_word_1.png,0,0,0,0,none
cell_r16_c6_blob_1_word_2.png,0,0,0,0,none
cell_r16_c6_blob_1_word_3.png,1,1,0,0,words
cell_r16_c6_blob_1_word_4.png,0,0,0,0,none
cell_r16_c6_blob_1_word_5.png,1,1,0,0,words
cell_r16_c7_blob_1_word_1.png,0,0,0,0,none
cell_r16_c8_blob_1_word_1.png,1,1,0,0,words
cell_r16_c9_blob_1_word_1.png,0,0,0,0,none
cell_r17_c0_blob_1_word_1.png,0,0,0,0,none
cell_r17_c10_blob_1_word_1.png,1,1,0,0,words
cell_r17_c10_blob_1_word_2.png,1,1,0,0,words
cell_r17_c10_blob_1_word_3.png,0,0,0,0,none
cell_r17_c10_blob_1_word_4.png,1,1,0,0,words
cell_r17_c10_blob_1_word_5.png,1,1,0,0,words
cell_r17_c11_blob_1_word_1.png,0,0,0,0,none
cell_r17_c11_blob_1_word_2.png,1,1,0,0,words
cell_r17_c11_blob_1_word_3.png,1,1,0,0,words
cell_r17_c11_blob_1_word_4.png,0,0,0,0,none
cell_r17_c12_blob_1_word_1.png,1,1,0,0,words
cell_r17_c12_blob_1_word_2.png,1,1,0,0,words
cell_r17_c14_blob_1_word_1.png,1,1,0,0,words
cell_r17_c14_blob_1_word_2.png,0,0,0,0,none
cell_r17_c14_blob_1_word_3.png,0,0,0,0,none
cell_r17_c14_blob_1_word_4.png,1,0,0,1,other
cell_r17_c15_blob_1_word_1.png,1,1,0,0,words
cell_r17_c15_blob_1_word_2.png,0,0,0,0,none
